,Gender,Age,Date_of_birth,Nationality,Municipality,Canton,Salary,Social_matricule,Ethnicity,hair_color,hair_lenght,First_name,Surname
86103,M,32,19910527,Luxembourg,Lintgen,Canton Mersch,3616.0,199105279491*,white,red,short,Joeri,De Leeuw
86104,M,22,20011222,Luxembourg,Luxembourg,Canton Luxembourg,7460.0,200112227562*,white,black,long,Tristan,Gevaert
86105,F,80,19430201,Luxembourg,Differdange,Canton Esch,0.0,194302013789*,black,gray,medium,Vicky,Rossi
86106,F,30,19930618,Luxembourg,Rambrouch,Canton Redange,8046.0,199306181444*,white,brown,short,Marguerite,De Oliveira
86107,M,88,19350703,Luxembourg,Sandweiler,Canton Luxembourg,0.0,193507037546*,white,gray,medium,Yassin,Guichard
86108,F,76,19470317,Luxembourg,Kehlen,Canton Capellen,0.0,194703177003*,white,gray,short,Charlotte,Beckers
86109,M,24,19991109,Luxembourg,Mondercange,Canton Esch,19080.0,199911091834*,black,blond,medium,Thomas,De Schryver
86110,F,53,19701231,Luxembourg,Mondercange,Canton Esch,15080.0,197012316847*,white,blond,short,Pauline,Van Dessel
86111,F,64,19590116,Luxembourg,Junglinster,Canton Grevenmacher,14744.0,195901167783*,white,gray,short,Monique,Willems
86112,M,90,19330522,Luxembourg,Differdange,Canton Esch,0.0,193305224086*,latino,gray,long,Robbe,Besson
86113,F,34,19891219,Luxembourg,Helperknapp,Canton Mersch,4417.0,198912199360*,white,black,medium,Carmen,De Coninck
86114,M,39,19840108,Italy,Luxembourg,Canton Luxembourg,8960.0,198401082260*,white,gray,short,Hugo,Galiazzo
86115,M,59,19640117,Luxembourg,Esch-sur-Alzette,Canton Esch,3803.0,196401175651*,latino,gray,medium,Victor,Pierre
86116,F,58,19650611,Luxembourg,Préizerdaul,Canton Redange,3365.0,196506112560*,white,gray,medium,Rani,Declercq
86117,F,53,19700725,Luxembourg,Sandweiler,Canton Luxembourg,4583.0,197007258261*,white,brown,medium,Bernadette,Collet
86118,M,34,19890623,Luxembourg,Sanem,Canton Esch,4142.0,198906239350*,latino,black,long,Sam,Driesen
86119,F,58,19650509,Luxembourg,Leudelange,Canton Esch,983.0,196505092114*,white,black,medium,Christiane,Dubois
86120,F,22,20011105,Luxembourg,Mertert,Canton Grevenmacher,4008.0,200111054091*,white,black,medium,Hortense,Leemans
86121,M,38,19850201,Portugal,Heffingen,Canton Mersch,1358.0,198502018538*,white,blond,long,Xavier,Nunes
86122,F,72,19511012,Luxembourg,Käerjeng,Canton Capellen,0.0,195110129399*,white,gray,medium,Magdalena,Besnard
86123,M,46,19770210,Portugal,Weiswampach,Canton Clervaux,3012.0,197702100621*,white,black,medium,Brian,Sousa
86124,F,52,19711217,France,Garnich,Canton Capellen,3243.0,197112173236*,white,gray,short,Juliette,Imbert
86125,M,55,19680323,Germany,Ettelbruck,Canton Diekirch,4362.0,196803237328*,white,black,long,Nikolaus,Lachmann
86126,F,62,19610815,Luxembourg,Luxembourg,Canton Luxembourg,19960.0,196108152107*,white,gray,long,Sofie,Maes
86127,M,57,19660118,France,Dudelange,Canton Esch,2453.0,196601186202*,white,gray,medium,Bernard,Alexandre
86128,M,22,20010804,Portugal,Dudelange,Canton Esch,2453.0,200108048499*,white,black,short,Alexandre,Carvalho
86129,F,51,19720416,Portugal,Luxembourg,Canton Luxembourg,21960.0,197204169259*,white,gray,short,Beatriz,Costa
86130,F,84,19390428,Italy,Luxembourg,Canton Luxembourg,0.0,193904280468*,white,gray,medium,Paoletta,Schiavone
86131,F,50,19731012,Luxembourg,Esch-sur-Sûre,Canton Wiltz,3524.0,197310129639*,white,gray,medium,Veronique,Vaillant
86132,F,66,19570216,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195702163947*,latino,gray,short,Odette,Peeters
86133,M,59,19640721,Belgium,Pétange,Canton Esch,3028.0,196407213386*,white,blond,short,Wim,Laureys
86134,M,78,19450720,Luxembourg,Vallée de l'Ernz,Canton Diekirch,0.0,194507209946*,white,gray,short,Richard,Collet
86135,F,87,19361105,Romania,Luxembourg,Canton Luxembourg,0.0,193611052899*,white,gray,short,Dochia,Oprea
86136,M,45,19781029,Luxembourg,Luxembourg,Canton Luxembourg,5460.0,197810299181*,white,red,short,Louis,De Jonghe
86137,M,26,19970510,Romania,Luxembourg,Canton Luxembourg,7460.0,199705108866*,white,gray,medium,Cristofor,Ionescu
86138,F,32,19911107,Portugal,Hesperange,Canton Luxembourg,1154.0,199111070421*,white,black,short,Mara,Simões
86139,M,28,19950104,France,Hesperange,Canton Luxembourg,4654.0,199501041316*,white,gray,long,Marc,Parent
86140,M,24,19991028,Portugal,Luxembourg,Canton Luxembourg,1460.0,199910288982*,white,blond,medium,Mauro,Monteiro
86141,M,68,19550810,Luxembourg,Ettelbruck,Canton Diekirch,0.0,195508103379*,black,brown,medium,Maurice,Hebert
86142,M,70,19530819,Luxembourg,Rosport-Mompach,Canton Echternach,0.0,195308196950*,white,black,short,Alexis,Stevens
86143,F,46,19770630,Luxembourg,Esch-sur-Alzette,Canton Esch,3803.0,197706309091*,white,brown,medium,Françoise,Humbert
86144,M,55,19680805,Luxembourg,Luxembourg,Canton Luxembourg,4460.0,196808056896*,latino,black,short,Aimé,Germain
86145,F,51,19721023,Netherlands,Luxembourg,Canton Luxembourg,2460.0,197210230534*,white,brown,medium,Isabel,Hemma van Allemanië
86146,M,20,20030506,Luxembourg,Bissen,Canton Mersch,9555.0,200305064358*,black,black,long,Paul,Verhoeven
86147,M,25,19980227,Luxembourg,Luxembourg,Canton Luxembourg,2960.0,199802271033*,white,gray,short,Eddy,Thomas
86148,F,28,19950811,Luxembourg,Beckerich,Canton Redange,1132.0,199508115964*,white,blond,long,Hortense,Devos
86149,F,55,19680201,Luxembourg,Pétange,Canton Esch,1028.0,196802016046*,latino,gray,long,Ilona,Roelandt
86150,F,60,19630114,Luxembourg,Roeser,Canton Esch,1132.0,196301144762*,white,black,medium,Elisabeth,Verboven
86151,F,24,19990909,Luxembourg,Steinsel,Canton Luxembourg,4560.0,199909092794*,white,black,long,Stéphanie,Polfliet
86152,M,41,19820427,Luxembourg,Kopstal,Canton Capellen,9392.0,198204271311*,white,gray,medium,Johan,Maillet
86153,M,45,19780627,Luxembourg,Bettembourg,Canton Esch,3596.0,197806275551*,white,black,long,Léon,Gielen
86154,F,30,19930709,India,Luxembourg,Canton Luxembourg,960.0,199307096035*,south asians,black,long,Purab,Chander
86155,F,70,19530509,Luxembourg,Berdorf,Canton Echternach,0.0,195305093786*,white,gray,medium,Simone,Fontaine
86156,M,34,19891004,Portugal,Schifflange,Canton Esch,3042.0,198910043377*,white,black,medium,André,Castro
86157,M,80,19431230,Bosnia and Herzegovina,Junglinster,Canton Grevenmacher,0.0,194312309218*,white,gray,medium,Zdeněk,Král
86158,F,32,19911003,Luxembourg,Echternach,Canton Echternach,6223.0,199110038699*,white,blond,medium,Aurore,Maes
86159,F,76,19470318,United Kingdom,Differdange,Canton Esch,0.0,194703185884*,white,black,long,Rebecca,Wright
86160,F,31,19921012,Luxembourg,Pétange,Canton Esch,3528.0,199210129795*,white,gray,medium,Christel,Rottiers
86161,M,29,19941227,Portugal,Luxembourg,Canton Luxembourg,5460.0,199412278532*,white,black,medium,Mauro,Mendes
86162,F,73,19500817,Italy,Diekirch,Canton Diekirch,0.0,195008177955*,white,gray,long,Mariana,Valier
86163,F,57,19660225,Luxembourg,Esch-sur-Alzette,Canton Esch,1803.0,196602254584*,white,black,short,Nele,Traore
86164,F,57,19660704,Italy,Kehlen,Canton Capellen,11707.0,196607040763*,white,brown,short,Iolanda,Romagnoli
86165,M,33,19900205,Luxembourg,Luxembourg,Canton Luxembourg,960.0,199002053734*,white,blond,short,Gérard,Luyckx
86166,M,18,20050323,Luxembourg,Hesperange,Canton Luxembourg,23654.0,200503238386*,white,red,short,Tim,Mercier
86167,M,22,20010530,France,Sanem,Canton Esch,7142.0,200105301975*,white,red,short,Guillaume,Auger
86168,F,32,19910627,Portugal,Bourscheid,Canton Diekirch,1097.0,199106274567*,white,gray,long,Vera,Oliveira
86169,M,34,19890701,Italy,Ettelbruck,Canton Diekirch,3862.0,198907018943*,white,black,short,Rocco,Tomei
86170,M,50,19730118,Luxembourg,Steinsel,Canton Luxembourg,1060.0,197301181928*,black,brown,medium,Jacques,Guyon
86171,M,44,19791102,France,Clervaux,Canton Clervaux,2479.0,197911027316*,black,gray,short,Léon,Arnaud
86172,M,66,19570607,Romania,Luxembourg,Canton Luxembourg,0.0,195706078584*,white,black,medium,Bănel,Pușcașu
86173,M,52,19710216,Romania,Mamer,Canton Capellen,8201.0,197102167801*,white,brown,long,Mircea,Ardelean
86174,F,77,19460720,Italy,Manternach,Canton Grevenmacher,0.0,194607206672*,white,gray,short,Milena,Gianvecchio
86175,M,22,20010124,Portugal,Helperknapp,Canton Mersch,5917.0,200101248701*,white,black,short,Lucas,Sá
86176,F,24,19990721,Portugal,Differdange,Canton Esch,1968.0,199907218114*,white,brown,long,Filipa,Carvalho
86177,M,46,19770411,Italy,Remich,Canton Remich,3288.0,197704114937*,white,brown,medium,Gianmarco,Rapisardi
86178,M,44,19790815,Luxembourg,Helperknapp,Canton Mersch,12917.0,197908156792*,white,brown,long,Anthony,Aerts
86179,F,51,19721218,Luxembourg,Wormeldange,Canton Grevenmacher,1822.0,197212185955*,white,brown,medium,Lucie,Bègue
86180,F,48,19751024,Luxembourg,Differdange,Canton Esch,3968.0,197510243043*,white,black,medium,Diana,Jacobs
86181,M,58,19651201,Portugal,Pétange,Canton Esch,4028.0,196512010827*,white,gray,medium,Gil,Loureiro
86182,M,59,19640602,Germany,Wiltz,Canton Wiltz,2333.0,196406020340*,white,black,long,Recep,Striebitz
86183,M,82,19410302,Portugal,Kehlen,Canton Capellen,0.0,194103025985*,white,gray,long,Lucas,Correia
86184,F,58,19650529,Luxembourg,Lorentzweiler,Canton Mersch,2726.0,196505296554*,white,brown,short,Véronique,Lemoine
86185,M,33,19900718,Luxembourg,Berdorf,Canton Echternach,11412.0,199007181390*,black,black,short,Georges,Sauvage
86186,F,33,19900720,Luxembourg,Luxembourg,Canton Luxembourg,8960.0,199007206450*,white,black,medium,Vera,Merle
86187,F,30,19930824,Luxembourg,Bettembourg,Canton Esch,2096.0,199308249087*,white,blond,medium,Susanne,Meeus
86188,F,52,19711011,Luxembourg,Luxembourg,Canton Luxembourg,4460.0,197110116258*,white,black,medium,Michèle,Huybrechts
86189,M,42,19810729,Portugal,Rambrouch,Canton Redange,10546.0,198107299208*,white,blond,long,Diogo,Coelho
86190,F,95,19281125,Luxembourg,Esch-sur-Alzette,Canton Esch,0.0,192811254477*,white,gray,short,Ginette,Verhoeven
86191,M,26,19970621,Luxembourg,Rumelange,Canton Esch,4404.0,199706212656*,white,brown,short,Yusuf,Mallet
86192,F,73,19501114,Belgium,Luxembourg,Canton Luxembourg,0.0,195011147811*,white,gray,long,Sharon,De Meyer
86193,F,37,19860223,Portugal,Bettembourg,Canton Esch,4096.0,198602233465*,white,black,short,Victória,Carneiro
86194,F,78,19450923,France,Mertzig,Canton Diekirch,0.0,194509235824*,white,black,long,Élisabeth,Gimenez
86195,F,45,19780710,India,Mamer,Canton Capellen,3701.0,197807103883*,south asians,gray,long,Rati,Wali
86196,F,50,19731018,Portugal,Feulen,Canton Diekirch,1342.0,197310186794*,white,black,medium,Emília,Coelho
86197,F,56,19670616,France,Walferdange,Canton Luxembourg,1145.0,196706165095*,white,gray,medium,Valentine,Jean
86198,F,60,19630116,Luxembourg,Bettembourg,Canton Esch,5096.0,196301164289*,white,gray,short,Anny,Tessier
86199,F,44,19791203,Luxembourg,Wormeldange,Canton Grevenmacher,13322.0,197912033187*,black,black,medium,Agnès,Jacques
86200,F,59,19640718,Portugal,Luxembourg,Canton Luxembourg,14960.0,196407186317*,white,black,medium,Andreia,Andrade
86201,F,39,19840916,Luxembourg,Rosport-Mompach,Canton Echternach,2096.0,198409166799*,white,black,medium,Elisabeth,Vandendriessche
86202,M,26,19970622,Luxembourg,Habscht,Canton Capellen,16639.0,199706221996*,white,black,medium,Andreas,Rémy
86203,F,36,19871204,Luxembourg,Luxembourg,Canton Luxembourg,8460.0,198712049559*,white,brown,short,Claudine,Chauveau
86204,F,59,19640623,France,Luxembourg,Canton Luxembourg,960.0,196406231946*,white,black,short,Noémi,Martel
86205,F,35,19881010,Luxembourg,Biwer,Canton Grevenmacher,2484.0,198810107188*,white,black,medium,Cindy,Heylen
86206,M,23,20000615,Luxembourg,Lenningen,Canton Remich,2568.0,200006159852*,latino,red,medium,Michael,Smet
86207,M,54,19691007,Luxembourg,Luxembourg,Canton Luxembourg,960.0,196910074213*,white,brown,long,Thierry,Gautier
86208,M,86,19371101,Ukraine,Roeser,Canton Esch,0.0,193711015087*,white,gray,medium,Опанас,Фоменко
86209,F,31,19920422,Portugal,Luxembourg,Canton Luxembourg,1960.0,199204228685*,white,brown,short,Carminho,Sousa
86210,M,68,19551218,Germany,Esch-sur-Alzette,Canton Esch,0.0,195512188563*,white,gray,short,Maurice,Grein Groth
86211,M,35,19880421,Luxembourg,Beaufort,Canton Echternach,9582.0,198804214004*,white,gray,long,Christof,Regnier
86212,F,56,19671003,Luxembourg,Dudelange,Canton Esch,2953.0,196710033467*,white,black,long,Manon,Dewaele
86213,F,19,20040210,Luxembourg,Wiltz,Canton Wiltz,4833.0,200402107814*,white,black,medium,Adèle,Martins
86214,M,38,19850914,Luxembourg,Sanem,Canton Esch,1142.0,198509145971*,black,black,long,Miel,Hardy
86215,F,57,19660223,Italy,Walferdange,Canton Luxembourg,6645.0,196602236634*,white,gray,short,Adele,Versace
86216,M,43,19801108,Luxembourg,Weiler-la-Tour,Canton Luxembourg,5357.0,198011085250*,latino,brown,medium,Henri,Pottier
86217,M,60,19630731,Luxembourg,Weiswampach,Canton Clervaux,6012.0,196307314345*,white,gray,long,Sven,De Rycke
86218,M,21,20020405,France,Luxembourg,Canton Luxembourg,5460.0,200204050274*,white,brown,short,Xavier,Camus
86219,M,45,19781012,Luxembourg,Sanem,Canton Esch,8142.0,197810127674*,white,black,short,Dylan,De Smedt
86220,M,27,19960617,Portugal,Luxembourg,Canton Luxembourg,10460.0,199606179369*,white,brown,short,Tomé,Amorim
86221,M,33,19900430,France,Weiswampach,Canton Clervaux,5012.0,199004306378*,white,brown,medium,Noël,Paul
86222,M,57,19660705,Luxembourg,Goesdorf,Canton Wiltz,15111.0,196607058253*,white,blond,short,Joseph,Lambrechts
86223,M,27,19961009,United States of Ameria,Strassen,Canton Luxembourg,7587.0,199610092947*,white,black,medium,Nicholas,Pitts
86224,F,82,19410726,Luxembourg,Käerjeng,Canton Capellen,0.0,194107268882*,white,black,medium,Émilie,Heremans
86225,M,38,19850929,France,Luxembourg,Canton Luxembourg,7960.0,198509297428*,white,black,medium,Pierre,Lecomte
86226,F,30,19930411,France,Luxembourg,Canton Luxembourg,9960.0,199304112837*,white,red,long,Sylvie,Gérard
86227,M,37,19861012,Luxembourg,Wincrange,Canton Clervaux,4532.0,198610127571*,black,black,medium,Pieter,Van den Brande
86228,M,45,19781211,Luxembourg,Luxembourg,Canton Luxembourg,22960.0,197812112014*,white,black,long,Eric,Peeters
86229,M,33,19900712,Portugal,Schifflange,Canton Esch,2542.0,199007120777*,white,black,short,Mário,Moura
86230,F,75,19480520,Luxembourg,Esch-sur-Alzette,Canton Esch,0.0,194805203817*,white,gray,long,Margaret,De Neve
86231,F,39,19840218,Portugal,Luxembourg,Canton Luxembourg,7460.0,198402182037*,white,brown,short,Carlota,Freitas
86232,M,19,20040227,Luxembourg,Wiltz,Canton Wiltz,5833.0,200402279304*,latino,brown,long,Thierry,De Clercq
86233,F,65,19580203,Luxembourg,Beaufort,Canton Echternach,0.0,195802033832*,latino,gray,long,Jeanne,Baron
86234,M,34,19890723,Portugal,Steinsel,Canton Luxembourg,6560.0,198907230906*,white,black,medium,Márcio,Fernandes
86235,M,44,19791219,Luxembourg,Ettelbruck,Canton Diekirch,4862.0,197912199582*,white,blond,long,Vincent,Leroux
86236,F,33,19901215,France,Esch-sur-Alzette,Canton Esch,1303.0,199012153364*,black,brown,short,Christiane,Ferreira
86237,M,36,19870126,Luxembourg,Wormeldange,Canton Grevenmacher,6322.0,198701261170*,white,blond,short,Jérôme,Lambert
86238,F,65,19580314,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195803144257*,white,gray,long,Susan,Verheyden
86239,M,59,19640426,Luxembourg,Luxembourg,Canton Luxembourg,5460.0,196404267435*,black,black,long,Arthur,Bertin
86240,M,31,19920406,Portugal,Roeser,Canton Esch,3132.0,199204065150*,white,black,long,Cláudio,Coelho
86241,M,30,19930314,Luxembourg,Dudelange,Canton Esch,4953.0,199303142624*,white,blond,long,Jo,Grégoire
86242,F,94,19290202,Luxembourg,Dudelange,Canton Esch,0.0,192902029996*,latino,gray,short,Olivie,Parent
86243,M,56,19671114,Luxembourg,Esch-sur-Alzette,Canton Esch,11803.0,196711143542*,black,blond,medium,Ronny,De Ridder
86244,F,49,19740721,India,Luxembourg,Canton Luxembourg,6460.0,197407211850*,south asians,black,long,Shaan,Bava
86245,F,68,19550606,Luxembourg,Lenningen,Canton Remich,0.0,195506065868*,white,black,medium,Olivie,Letellier
86246,F,24,19990327,Luxembourg,Betzdorf,Canton Grevenmacher,7125.0,199903272034*,white,red,medium,Isabelle,Singh
86247,M,37,19860513,Luxembourg,Differdange,Canton Esch,8468.0,198605132326*,white,black,long,Jacques,Gérard
86248,F,42,19810421,Portugal,Ell,Canton Redange,1671.0,198104218405*,white,brown,medium,Eva,Sá
86249,M,59,19640928,Luxembourg,Luxembourg,Canton Luxembourg,3460.0,196409281901*,white,blond,medium,Thomas,Eeckhout
86250,M,34,19890410,Portugal,Esch-sur-Alzette,Canton Esch,7803.0,198904107722*,white,gray,medium,Jaime,Nogueira
86251,F,42,19810803,Luxembourg,Differdange,Canton Esch,7968.0,198108032144*,white,black,long,Inès,Vaillant
86252,M,33,19900519,Luxembourg,Mersch,Canton Mersch,5055.0,199005194267*,white,black,long,Benjamin,Briand
86253,F,36,19870509,Portugal,Vallée de l'Ernz,Canton Diekirch,4597.0,198705099970*,white,brown,long,Soraia,Brito
86254,M,45,19781112,Luxembourg,Frisange,Canton Esch,3128.0,197811121072*,white,black,long,Vincent,Stevens
86255,M,40,19831203,Portugal,Differdange,Canton Esch,4468.0,198312030869*,white,red,long,Alexandre,Valente
86256,F,69,19541010,Luxembourg,Differdange,Canton Esch,0.0,195410107348*,white,gray,short,Sylvie,Leblanc
86257,F,52,19710919,Luxembourg,Esch-sur-Alzette,Canton Esch,4303.0,197109192847*,white,blond,short,Simone,Christiaens
86258,F,38,19850729,Luxembourg,Esch-sur-Alzette,Canton Esch,2303.0,198507292749*,white,black,short,Heidi,Loos
86259,M,55,19680807,Luxembourg,Bertrange,Canton Luxembourg,7587.0,196808077437*,white,black,medium,Noël,Louis
86260,F,30,19930222,Luxembourg,Waldbillig,Canton Echternach,2050.0,199302226182*,white,black,medium,Ann,Weber
86261,F,36,19870607,Luxembourg,Niederanven,Canton Luxembourg,4455.0,198706078311*,white,gray,medium,Michelle,Wouters
86262,M,42,19810710,Portugal,Mertert,Canton Grevenmacher,2508.0,198107103988*,white,black,medium,Brian,Pinto
86263,F,81,19420812,Portugal,Esch-sur-Alzette,Canton Esch,0.0,194208128061*,white,gray,medium,Andreia,Neto
86264,M,41,19820415,Portugal,Steinsel,Canton Luxembourg,12560.0,198204157292*,white,gray,long,Noah,Henriques
86265,F,20,20031014,Luxembourg,Mondercange,Canton Esch,9580.0,200310145852*,white,brown,short,Lorraine,Willems
86266,F,56,19670127,Luxembourg,Mertzig,Canton Diekirch,4742.0,196701272101*,white,black,short,Elke,Letellier
86267,F,85,19380426,Luxembourg,Hesperange,Canton Luxembourg,0.0,193804261875*,white,black,medium,Chloé,De Groof
86268,F,35,19881209,Luxembourg,Ettelbruck,Canton Diekirch,1862.0,198812091472*,white,blond,short,Jeanine,Legendre
86269,M,59,19641010,Luxembourg,Mondercange,Canton Esch,1580.0,196410108642*,latino,gray,short,Lucas,Hamon
86270,F,54,19690812,Luxembourg,Käerjeng,Canton Capellen,5641.0,196908129594*,white,blond,long,Hélène,Maurice
86271,M,23,20001022,Luxembourg,Dudelange,Canton Esch,7453.0,200010221909*,latino,red,medium,Kristof,Cools
86272,M,60,19630215,Luxembourg,Luxembourg,Canton Luxembourg,6960.0,196302156275*,white,gray,medium,Koen,De Graeve
86273,F,48,19750721,Portugal,Luxembourg,Canton Luxembourg,8460.0,197507216149*,white,gray,short,Joana,Torres
86274,M,30,19930605,Luxembourg,Wincrange,Canton Clervaux,8532.0,199306054243*,white,gray,long,Hassan,Dierckx
86275,M,29,19941019,Luxembourg,Leudelange,Canton Esch,5483.0,199410190847*,latino,red,long,Xander,Vidal
86276,F,25,19981208,Italy,Dudelange,Canton Esch,4953.0,199812085411*,white,gray,long,Lauretta,Giacconi
86277,F,21,20020521,Luxembourg,Pétange,Canton Esch,2528.0,200205212643*,white,black,long,Vera,Thierry
86278,M,42,19810908,Portugal,Differdange,Canton Esch,3968.0,198109086893*,white,gray,short,Carlos,Neves
86279,M,52,19710816,Brazil,Pétange,Canton Esch,7528.0,197108164655*,black,black,long,Samuel,da Paz
86280,M,73,19510101,Portugal,Luxembourg,Canton Luxembourg,0.0,195101017414*,white,gray,long,César,Lourenço
86281,M,42,19810604,Luxembourg,Mersch,Canton Mersch,3055.0,198106041108*,white,black,long,Guy,Buisson
86282,M,28,19950821,Luxembourg,Niederanven,Canton Luxembourg,8955.0,199508210505*,white,gray,short,Jules,Normand
86283,M,79,19440824,France,Esch-sur-Alzette,Canton Esch,0.0,194408245107*,white,gray,short,Lucas,Roussel
86284,F,42,19810108,Portugal,Luxembourg,Canton Luxembourg,1960.0,198101083860*,white,brown,medium,Lara,Campos
86285,F,40,19830215,Luxembourg,Luxembourg,Canton Luxembourg,960.0,198302157771*,white,black,short,Nathalie,Faure
86286,F,49,19741031,Luxembourg,Schengen,Canton Remich,3039.0,197410310611*,black,black,short,Joke,Jourdan
86287,M,68,19550503,Luxembourg,Bertrange,Canton Luxembourg,0.0,195505037749*,latino,black,long,Alfred,Claesen
86288,M,46,19771021,United Kingdom,Schuttrange,Canton Luxembourg,8544.0,197710213294*,latino,black,long,Carlos,Lambert
86289,M,82,19410110,Luxembourg,Luxembourg,Canton Luxembourg,0.0,194101100134*,white,gray,medium,Axel,Coulon
86290,M,34,19890615,Belgium,Hesperange,Canton Luxembourg,5654.0,198906154698*,white,brown,medium,Hugo,Engelen
86291,F,27,19961128,Portugal,Sanem,Canton Esch,4642.0,199611286000*,white,red,medium,Camila,Pinheiro
86292,M,34,19891209,Portugal,Walferdange,Canton Luxembourg,3145.0,198912093194*,white,black,medium,Miguel,Maia
86293,F,38,19850414,Luxembourg,Lenningen,Canton Remich,2068.0,198504146032*,white,brown,long,Alexandria,Nelissen
86294,F,39,19841224,Luxembourg,Wincrange,Canton Clervaux,2532.0,198412248044*,white,gray,long,Ingrid,Van Rompaey
86295,F,25,19980409,Germany,Mertert,Canton Grevenmacher,8008.0,199804098455*,white,red,short,Annita,Bender
86296,F,31,19921122,Luxembourg,Heffingen,Canton Mersch,1858.0,199211222698*,black,black,long,Renée,Bourdon
86297,F,55,19680223,Portugal,Grevenmacher,Canton Grevenmacher,15861.0,196802234223*,white,brown,long,Emma,Fernandes
86298,F,38,19850928,Luxembourg,Schifflange,Canton Esch,2542.0,198509281181*,white,black,short,Yana,Beyens
86299,F,33,19901222,Luxembourg,Esch-sur-Alzette,Canton Esch,4803.0,199012229890*,white,blond,short,Laure,Collet
86300,M,47,19761208,Luxembourg,Luxembourg,Canton Luxembourg,1460.0,197612083277*,white,black,medium,Étienne,Celis
86301,M,42,19810616,France,Pétange,Canton Esch,5028.0,198106168892*,black,gray,medium,Pierre,Blanc
86302,M,41,19820106,Luxembourg,Dudelange,Canton Esch,3953.0,198201068309*,white,gray,medium,René,Bouvier
86303,F,66,19570303,Belgium,Luxembourg,Canton Luxembourg,0.0,195703034879*,white,brown,medium,Rita,Willems
86304,M,29,19940710,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,199407108030*,latino,gray,short,Younes,Huysmans
86305,F,58,19651202,Netherlands,Luxembourg,Canton Luxembourg,10460.0,196512024470*,white,gray,short,Noor,Oude Heer
86306,M,54,19691107,Luxembourg,Luxembourg,Canton Luxembourg,5460.0,196911072473*,white,blond,short,Daniel,Clerc
86307,M,54,19691129,Belgium,Esch-sur-Alzette,Canton Esch,7303.0,196911290952*,white,black,medium,Johan,Willems
86308,M,28,19951221,Luxembourg,Junglinster,Canton Grevenmacher,2744.0,199512218624*,white,black,short,Antoine,Brunet
86309,M,32,19910225,Luxembourg,Luxembourg,Canton Luxembourg,960.0,199102252960*,white,gray,medium,Richard,Denis
86310,F,62,19610123,Luxembourg,Differdange,Canton Esch,3968.0,196101232737*,white,brown,medium,Hélène,Bousquet
86311,M,34,19890101,Luxembourg,Consdorf,Canton Echternach,11063.0,198901014907*,black,brown,short,Philippe,Vercammen
86312,M,30,19931120,Luxembourg,Weiler-la-Tour,Canton Luxembourg,6857.0,199311203694*,white,blond,long,Thibaut,Vandenbroucke
86313,M,42,19810207,Luxembourg,Rambrouch,Canton Redange,4546.0,198102075390*,white,gray,long,Bertrand,Deconinck
86314,F,51,19721102,Luxembourg,Habscht,Canton Capellen,7639.0,197211021805*,white,red,short,Martine,Thierry
86315,F,74,19490331,Germany,Habscht,Canton Capellen,0.0,194903319217*,white,gray,long,Mara,Vogt
86316,M,28,19950315,Luxembourg,Käerjeng,Canton Capellen,7141.0,199503151922*,white,black,short,Gilles,Vandekerckhove
86317,M,52,19710824,Luxembourg,Pétange,Canton Esch,7528.0,197108243234*,white,blond,long,David,Samson
86318,F,64,19590317,Luxembourg,Schifflange,Canton Esch,2042.0,195903172476*,white,blond,long,Ellen,Martens
86319,M,24,19990213,Luxembourg,Luxembourg,Canton Luxembourg,4460.0,199902134941*,latino,brown,short,Laurent,Colas
86320,F,69,19540829,Bosnia and Herzegovina,Luxembourg,Canton Luxembourg,0.0,195408297960*,white,gray,short,Alice,Stejskalová
86321,F,76,19471203,Luxembourg,Pétange,Canton Esch,0.0,194712031210*,white,gray,long,Manon,Clément
86322,F,56,19670706,Luxembourg,Luxembourg,Canton Luxembourg,8460.0,196707069919*,white,black,short,Sonja,Claes
86323,M,30,19930524,Germany,Mondercange,Canton Esch,7080.0,199305243181*,white,black,short,Juergen,Wohlgemut
86324,M,70,19530104,Luxembourg,Differdange,Canton Esch,0.0,195301045009*,white,gray,long,Emmanuel,Mary
86325,F,44,19790629,France,Kayl,Canton Esch,4116.0,197906299039*,black,gray,short,Susanne,Mallet
86326,F,60,19631124,Luxembourg,Esch-sur-Sûre,Canton Wiltz,13024.0,196311249691*,white,black,medium,Virginie,Helsen
86327,F,59,19641111,Italy,Strassen,Canton Luxembourg,18587.0,196411116028*,white,gray,medium,Bettina,Pacillo
86328,F,24,19991026,Luxembourg,Betzdorf,Canton Grevenmacher,12625.0,199910263732*,white,brown,short,Anita,De Bie
86329,F,80,19430317,France,Useldange,Canton Redange,0.0,194303175296*,white,black,short,Michelle,Gaillard
86330,M,60,19630225,Portugal,Luxembourg,Canton Luxembourg,960.0,196302255135*,white,black,short,Daniel,Assunção
86331,M,59,19640729,Italy,Schifflange,Canton Esch,4042.0,196407296197*,white,gray,long,Piero,Nicoletti
86332,F,42,19810515,Luxembourg,Pétange,Canton Esch,4028.0,198105150462*,white,gray,long,Caroline,Van den Berghe
86333,M,85,19380702,Portugal,Differdange,Canton Esch,0.0,193807022258*,white,gray,medium,Rúben,Ferreira
