Matricule,Nom,Prenom,Genre,Date_Naissance,Pays_Naissance,Lieu_Naissance,Nationalite,Type_Residence,Residence_Num_Rue,Residence_Rue,Residence_Code_Postal,Residence_Localite,Residence_Commune,Residence_Pays,Etat_Civil,Enfants,Statut_SH,Orientation_SH,Statut_CTR,REVIS,Titre_Sejour,Debut_Titre_Sejour,Fin_Titre_Sejour,Autorisation_Travail_Debut,Autorisation_Travail_Fin,Autorisation_Travail_ISCO,Metier_ROME_1,Metier_ROME_1_Appellation,Metier_ROME_1_Experience,Metier_ROME_2,Metier_ROME_2_Appellation,Metier_ROME_2_Experience,Metier_ROME_3,Metier_ROME_3_Appellation,Metier_ROME_3_Experience,Formation_Reussie_ISCED,Formation_Reussie_Diplome,Formation_Reussie_Classe,Formation_Reussie_Specialite,Formation_Toutes_Specialites,Formation_Reussie_Pays,Formation_Reussie_Preuve,Langue_FR,Langue_LB,Langue_DE,Langue_EN,Langues_Autres,Mobilite
9181473562561,Boucher,Benjamin,Masculin,19510128,Somalie,Saint Zoé,Polonaise,résident,58,rue Richard,5400,110201 Esch-sur-Alzette,Esch-sur-Alzette,Belgique,Veuf,Inconnu,False,Inconnu,False,False,,,,,,,H2901,Mécanicien monteur,,,,,,,,4,Diplôme d'éducateur,,,"Comptabilité, Informatique, Économie",Pologne,Reconnu,A,B,C,A,Espagnol: B,Limitée (pas de voiture et pas de transports en commun disponible)
8667586512764,Charrier,Mathilde,Féminin,19910810,France,Blanchard-sur-Rodriguez,Allemande,résident,53,boulevard Perret,5000,110901 Diekirch,Diekirch,France,Célibataire,Inconnu,True,Inconnu,False,False,120 Carte de séjour UE,20240508,20271227,,,,M1607,Assistant administratif,6 ans,,,,,,,3,DT,,Soins infirmiers,Langues,France,A valider,C,B,,B,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
1377577849992,Huet,Guy,Masculin,19631128,Espagne,Saint Édouard,Néerlandaise,résident,131,rue de Giraud,5000,110401 Dudelange,Dudelange,Allemagne,Divorcé,Oui,True,Atelier protégé,False,False,,,,,,,M1203,Assistant comptable,17 ans,I1308,Technicien support,0 ans,,,,0,Secondaire classique,5ème primaire,Division administrative et commerciale,"Économie, Hôtellerie-Restauration",Pays-Bas,Reconnu,C,B,A,C,,Limitée (pas de voiture et pas de transports en commun disponible)
1427395710662,Torres,Laetitia,Féminin,20050326,Pays-Bas,Marchalnec,Luxembourgeoise,non-résident,188,rue de Giraud,4200,110601 Grevenmacher,Grevenmacher,Allemagne,Divorcé,Inconnu,True,Marché ordinaire,False,False,,,,20240513,20261215,1211,M1203,Aide-comptable,2 ans,I1308,Support informatique,5 ans,,,,2,Secondaire technique,5ème primaire,Division administrative et commerciale,"Droit, Soins infirmiers",Belgique,Vérifié,C,C,A,C,,"Excellente (permis A, B et véhicule personnel)"
6812708588950,Blin,Marianne,Féminin,19700127,Espagne,Hebert,Roumaine,résident,32,avenue Audrey Jacques,4900,110401 Dudelange,Dudelange,Luxembourg,Séparé,Non,True,Atelier protégé,False,False,,,,,,,D1406,Commercial,8 ans,K2111,Formateur,,,,,2,Secondaire classique,5ème primaire,Commerce,Sciences humaines,Pays-Bas,Homologué,C,A,,C,Italien: B,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
9175017618522,Louis,Yves,Masculin,19740719,France,Hoareau,Polonaise,inconnu,131,boulevard Maurice Duhamel,7500,111001 Wiltz,Wiltz,Luxembourg,Inconnu,Non,False,Inconnu,False,False,,,,,,,M1607,Secrétaire juridique,,M1203,Assistant comptable,5 ans,,,,6,Bachelor,,Commerce,Soins infirmiers,Pays-Bas,Homologué,A,,B,C,Russe: C,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
6724407243267,Sauvage,Antoine,Masculin,19650202,Pays-Bas,PerezVille,Roumaine,résident,191,boulevard Valentine Guibert,2800,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,PA,Oui,False,Inconnu,False,False,,,,20251217,20261214,2411,H2901,Mécanicien monteur,17 ans,M1607,Secrétaire,8 ans,G1603,Employé de restauration,9 ans,0,Secondaire technique,12ème EST,Économie,"Hôtellerie-Restauration, Électronique",Afghanistan,Déclaré,A,A,B,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
4305560442600,Bernard,Martine,Féminin,20020719,Allemagne,Richard,Britannique,résident,166,rue Édouard Hoarau,8000,110801 Ettelbruck,Ettelbruck,Belgique,Marié,Non,False,Inconnu,False,False,,,,,,,D1406,Chef des ventes,,M1203,Comptable,,,,,3,CATP,,Électronique,"Commerce, Langues",Belgique,Déclaré,B,B,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
9734443855604,Millet,Éric,Masculin,19560323,Allemagne,Langlois,Italienne,résident,103,boulevard Alphonse Joly,3500,110701 Remich,Remich,Luxembourg,Divorcé,Non,False,Inconnu,False,False,120 Carte de séjour UE,20250222,20270814,,,,H2901,Monteur,2 ans,,,,,,,0,Secondaire classique,9ème EST,Hôtellerie-Restauration,Division administrative et commerciale,Érythrée,Reconnu,C,,C,,,Limitée (pas de voiture et pas de transports en commun disponible)
2012156938559,Chevallier,Constance,Féminin,19510131,Belgique,Lefèvre,Française,non-résident,51,boulevard Sauvage,8000,110801 Ettelbruck,Ettelbruck,Luxembourg,Inconnu,Non,False,Inconnu,False,False,,,,,,,D1406,Commercial,10 ans,,,,,,,6,Bachelor,,Sciences naturelles,"Éducation sociale, Comptabilité, Soins infirmiers",Luxembourg,Vérifié,B,B,C,C,,Limitée (pas de voiture et pas de transports en commun disponible)
6570026699342,Marion,Xavier,Masculin,19800318,Érythrée,Fernandez-sur-Carpentier,Britannique,résident,228,rue Lorraine Laurent,5400,110201 Esch-sur-Alzette,Esch-sur-Alzette,Belgique,Séparé,Inconnu,False,Inconnu,True,False,,,,,,,M1203,Comptable,6 ans,,,,,,,0,,5ème primaire,Sciences humaines,Mécanique,Belgique,Déclaré,A,,C,A,Néerlandais: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
7069114928893,Pages,Jérôme,Masculin,19710103,Royaume-Uni,Morin-la-Forêt,Syrienne,résident,81,boulevard Hubert,4500,110701 Remich,Remich,France,Divorcé,Oui,False,Inconnu,False,True,,,,,,,N1103,Préparateur de commandes,9 ans,K2111,Formateur professionnel,,,,,0,Secondaire technique,9ème EST,,Hôtellerie-Restauration,Érythrée,Reconnu,C,C,,B,,Limitée (pas de voiture et pas de transports en commun disponible)
3414133468895,Roux,Lucas,Masculin,20040925,Allemagne,Lebon-les-Bains,Portugaise,non-résident,71,rue de Meyer,1600,110502 Echternach,Echternach,Luxembourg,Marié,Non,False,Inconnu,False,False,,,,,,,D1406,Commercial,18 ans,,,,,,,2,,5ème primaire,,"Commerce, Droit",Royaume-Uni,Reconnu,B,A,A,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
0815674431098,Denis,Gérard,Masculin,20041029,Luxembourg,Bettembourg,Afghane,résident,79,chemin Manon Lelièvre,3800,110401 Dudelange,Dudelange,Allemagne,Marié,Inconnu,True,Atelier protégé,True,False,,,,,,,M1203,Aide-comptable,20 ans,,,,D1406,Commercial,,6,Bachelor,,Soins infirmiers,Droit,Royaume-Uni,Vérifié,A,,,,,"Excellente (permis A, B et véhicule personnel)"
0611894574973,Georges,Victor,Masculin,19860826,Roumanie,Sainte Victoire-sur-Mer,Britannique,résident,142,chemin Lévy,6800,111001 Wiltz,Wiltz,Belgique,Inconnu,Inconnu,False,Inconnu,False,False,,,,20240913,20260802,2320,G1603,Serveur,,,,,,,,2,Secondaire classique,5ème primaire,Économie,"Comptabilité, Mécanique, Éducation sociale",Somalie,Déclaré,A,,A,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
7087005793853,Menard,Lorraine,Féminin,19751029,Syrie,Gillet,Polonaise,résident,26,avenue de Morin,9400,111001 Wiltz,Wiltz,Luxembourg,Marié,Oui,True,Marché ordinaire,False,False,100 Protection internationale (BPI),20240208,20270213,,,,I1308,Technicien support,,,,,,,,7,Master,,Mécanique,Mécanique,Royaume-Uni,A valider,B,,,B,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
6572701867754,Vallet,Valentine,Féminin,19930221,Syrie,Henry,Belge,résident,196,boulevard Antoine Le Goff,5900,110601 Grevenmacher,Grevenmacher,Luxembourg,Veuf,Non,True,Atelier protégé,False,False,,,,20250715,20260926,5223,D1406,Chef des ventes,14 ans,K2111,Conseiller en formation,15 ans,,,,4,Diplôme d'éducateur,,Éducation sociale,"Électronique, Langues, Éducation sociale",Pays-Bas,Reconnu,C,C,,,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
7373710416106,Bruneau,Adrienne,Féminin,19781114,France,Lacroix,Néerlandaise,inconnu,196,rue Adélaïde Perrier,4100,110201 Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,PA,Inconnu,False,Inconnu,True,False,,,,,,,H2901,Ajusteur-monteur,7 ans,D1406,Chef des ventes,9 ans,,,,2,Secondaire technique,12ème EST,Commerce,Soins infirmiers,Belgique,Reconnu,C,,B,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
1790088219832,Cordier,Margaud,Féminin,19870709,Italie,VasseurVille,Syrienne,non-résident,3,avenue Christiane Blanchard,3500,110901 Diekirch,Diekirch,France,Inconnu,Oui,False,Inconnu,False,False,,,,20241117,20261225,5223,H2901,Ajusteur-monteur,13 ans,D1406,Responsable commercial,,,,,1,,2ème ESC,Éducation sociale,"Comptabilité, Électronique, Sciences naturelles",Afghanistan,Reconnu,C,,C,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
3010433835642,Blanchet,Zacharie,Masculin,19781104,Luxembourg,Echternach,Italienne,résident,233,boulevard Nicolas,3600,110301 Differdange,Differdange,Luxembourg,PA,Non,True,Atelier protégé,False,False,,,,,,,H2901,Monteur,15 ans,K1207,Éducateur,2 ans,J1501,Aide-soignant,10 ans,5,BTS,,Hôtellerie-Restauration,"Division administrative et commerciale, Éducation sociale, Comptabilité",Roumanie,Vérifié,A,,B,B,,"Excellente (permis A, B et véhicule personnel)"
0860291339511,Masse,Robert,Masculin,19500220,Pays-Bas,Lenoir-les-Bains,Britannique,inconnu,45,rue de Vincent,6600,111001 Wiltz,Wiltz,Belgique,Séparé,Oui,False,Inconnu,False,False,130 Autorisation de séjour temporaire,20230521,20270918,,,,I1308,Technicien support,10 ans,K1207,Éducateur,,,,,0,Secondaire classique,2ème ESC,Sciences humaines,"Sciences humaines, Soins infirmiers, Division administrative et commerciale",France,Déclaré,B,,C,C,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
4643739631002,Michaud,Raymond,Masculin,19850615,Royaume-Uni,Pons-sur-Parent,Française,non-résident,130,avenue Eugène Caron,3800,111001 Wiltz,Wiltz,Luxembourg,Séparé,Oui,False,Inconnu,False,False,,,,,,,D1406,Responsable commercial,6 ans,,,,,,,5,BTS,,Mécanique,"Hôtellerie-Restauration, Sciences humaines",Luxembourg,Reconnu,B,,C,,Néerlandais: C,Limitée (pas de voiture et pas de transports en commun disponible)
5940645258878,Godard,Maryse,Féminin,20020309,Somalie,Pons,Luxembourgeoise,résident,101,rue de Schneider,2700,110601 Grevenmacher,Grevenmacher,Luxembourg,PA,Non,False,Inconnu,False,False,,,,,,,G1603,Agent de restauration,19 ans,,,,,,,4,Brevet de maîtrise,,Sciences humaines,"Comptabilité, Sciences naturelles",Syrie,Vérifié,B,,B,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
4960575015251,Poulain,Thierry,Masculin,19661025,Afghanistan,Sainte Julie,Britannique,résident,124,boulevard de Masson,4800,110701 Remich,Remich,Belgique,Célibataire,Inconnu,False,Inconnu,False,False,,,,,,,J1501,Infirmier,,D1406,Commercial,,,,,3,CATP,,Division administrative et commerciale,"Division administrative et commerciale, Électronique",Somalie,A valider,C,,,B,Néerlandais: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9580465244986,Humbert,Alexandre,Masculin,19710209,Italie,Saint Zoédan,Luxembourgeoise,inconnu,19,avenue Bazin,4000,110801 Ettelbruck,Ettelbruck,Luxembourg,Inconnu,Inconnu,False,Inconnu,False,False,,,,20240329,20261122,5120,K2111,Conseiller en formation,11 ans,,,,N1103,Agent logistique,,5,BTS,,Droit,"Soins infirmiers, Comptabilité",Afghanistan,Vérifié,B,A,A,C,,"Excellente (permis A, B et véhicule personnel)"
9120225092340,Martel,Maurice,Masculin,19640726,Syrie,Valette,Britannique,résident,233,chemin de Boutin,6400,110701 Remich,Remich,France,Divorcé,Non,False,Inconnu,False,True,,,,,,,N1103,Préparateur de commandes,10 ans,K2111,Formateur professionnel,3 ans,M1203,Aide-comptable,5 ans,0,,5ème primaire,Sciences humaines,Informatique,Portugal,A valider,B,B,C,A,,Limitée (pas de voiture et pas de transports en commun disponible)
8627690777195,Berthelot,Gilbert,Masculin,19960716,Portugal,Sainte Corinne,Luxembourgeoise,résident,52,avenue de Besnard,4600,110101 Luxembourg,Luxembourg,Luxembourg,Célibataire,Non,False,Inconnu,False,False,,,,,,,G1603,Serveur,20 ans,M1607,Secrétaire juridique,,,,,0,Secondaire classique,12ème EST,,"Sciences humaines, Comptabilité",Somalie,Reconnu,B,B,B,C,,Limitée (pas de voiture et pas de transports en commun disponible)
5744070905764,Leclerc,Jacqueline,Féminin,19580930,Allemagne,Pons-les-Bains,Polonaise,non-résident,204,chemin de Meyer,3600,110901 Diekirch,Diekirch,Luxembourg,Veuf,Oui,False,Inconnu,False,False,,,,,,,N1103,Préparateur de commandes,3 ans,,,,M1607,Assistant administratif,,2,,12ème EST,Soins infirmiers,"Économie, Éducation sociale",Somalie,Vérifié,B,B,A,C,Portugais: B,Limitée (pas de voiture et pas de transports en commun disponible)
